id,locode,city_name,country_code,country_name
42191,DFH,Chandler,US,United States
42192,C9V,Chandlersville,US,United States
42193,5CH,Chandlerville,US,United States
42194,CHQ,Chanhassen,US,United States
42195,CHH,Channahon,US,United States
42196,CVU,Channelview,US,United States
42197,NZG,Channing,US,United States
42198,CA4,Channing,US,United States
42199,CYL,Chantilly,US,United States
42200,CNU,Chanute,US,United States
42201,CHE,Chapel Hill,US,United States
42202,CIH,Chapel Hill,US,United States
42203,CAI,Chapin,US,United States
42204,6NC,Chaplin,US,United States
42205,CEP,Chapman,US,United States
42206,9CP,Chapman,US,United States
42207,CP7,Chapman,US,United States
42208,CB4,Chapmansboro,US,United States
42209,VCH,Chapmanville,US,United States
42210,P3N,Chappaqua,US,United States
42211,CDO,Chardon,US,United States
42212,CIQ,Chariton,US,United States
42213,3MT,Charlemont,US,United States
42214,ZOI,Charleroi,US,United States
42215,CCY,Charles City,US,United States
42216,ZZY,Charles City,US,United States
42217,CTS,Charles Town,US,United States
42218,ZB4,Charleston,US,United States
42219,ILC,Charleston,US,United States
42220,8ES,Charleston,US,United States
42221,CXS,Charleston,US,United States
42222,HRS,Charleston,US,United States
42223,NCS,Charleston,US,United States
42224,CJT,Charleston,US,United States
42225,YI3,Charleston,US,United States
42226,CHS,Charleston,US,United States
42227,CTC,Charleston,US,United States
42228,CST,Charleston,US,United States
42229,C84,Charleston,US,United States
42230,CRW,Charleston,US,United States
42231,ZGT,Charleston Heights,US,United States
42232,C64,Charleston Springs,US,United States
42233,XEK,Charlestown,US,United States
42234,CHN,Charlestown,US,United States
42235,ZJD,Charlestown,US,United States
42236,CJW,Charlestown,US,United States
42237,CSX,Charlevoix,US,United States
42238,CRQ,Charlotte,US,United States
42239,CLT,Charlotte,US,United States
42240,QZQ,Charlotte,US,United States
42241,KHL,Charlotte,US,United States
42242,TX2,Charlotte,US,United States
42243,JCA,Charlotte,US,United States
42244,JTH,Charlotte Hall,US,United States
42245,CHO,Charlottesville,US,United States
42246,CA6,Charlton,US,United States
42247,CA8,Charm,US,United States
42248,CQO,Charter Oak,US,United States
42249,C9E,Chase,US,United States
42250,HSY,Chase City,US,United States
42251,HXL,Chase Mills,US,United States
42252,ACM,Chaska,US,United States
42253,VSL,Chassell,US,United States
42254,CUX,Chateaugay,US,United States
42255,CF7,Chatfield,US,United States
42256,CYM,Chatham,US,United States
42257,CZ7,Chatham,US,United States
42258,CA3,Chatham,US,United States
42259,CH8,Chatham,US,United States
42260,CIF,Chatham,US,United States
42261,UHH,Chatham,US,United States
42262,CWM,Chatham,US,United States
42263,KCM,Chatom,US,United States
42264,CWH,Chatsworth,US,United States
42265,XDT,Chatsworth,US,United States
42266,4CI,Chatsworth,US,United States
42267,TS4,Chatsworth,US,United States
42268,7CW,Chatsworth,US,United States
42269,CTE,Chattahoochee,US,United States
42270,C9T,Chattahoochee,US,United States
42271,HH5,Chattahoochee Hills,US,United States
42272,ZB5,Chattanooga,US,United States
42273,C6A,Chattanooga,US,United States
42274,CHA,Chattanooga,US,United States
42275,YXX,Chattaroy,US,United States
42276,QCQ,Chautauqua,US,United States
42277,KCV,Chauvin,US,United States
42278,KYC,Chavies,US,United States
42279,DHY,Chazy,US,United States
42280,CSB,Chebanse,US,United States
42281,8CI,Chebeague Island,US,United States
42282,CHG,Cheboygan,US,United States
42283,C3H,Checotah,US,United States
42284,4CK,Cheek,US,United States
42285,CKT,Cheektowaga,US,United States
42286,CYF,Chefornak,US,United States
42287,CLS,Chehalis,US,United States
42288,XDV,Chelan,US,United States
42289,FCQ,Chelan Falls,US,United States
42290,CMD,Chelmsford,US,United States
42291,YSC,Chelsea,US,United States
42292,C67,Chelsea,US,United States
42293,CZS,Chelsea,US,United States
42294,VHA,Chelsea,US,United States
42295,ICS,Chelsea,US,United States
42296,QCS,Chelsea,US,United States
42297,CS5,Chelsea,US,United States
42298,C9H,Chelsea,US,United States
42299,6HC,Chelsea,US,United States
42300,HJM,Cheltenham,US,United States
42301,GMG,Chemung,US,United States
42302,CEX,Chena Hot Springs,US,United States
42303,DGE,Chenango Bridge,US,United States
42304,HFK,Chenango Forks,US,United States
42305,CN2,Cheney,US,United States
42306,ENY,Cheney,US,United States
42307,JHA,Chenoa,US,United States
42308,CCX,Chepachet,US,United States
42309,HCW,Cheraw,US,United States
42310,CKH,Cheriton,US,United States
42311,KCN,Chernofski,US,United States
42312,CKG,Cherokee,US,United States
42313,CKK,Cherokee,US,United States
42314,CKA,Cherokee,US,United States
42315,CKF,Cherokee Falls,US,United States
42316,ZXV,Cherokee Village,US,United States
42317,C5H,Cherry Bend,US,United States
42318,CHX,Cherry Hill,US,United States
42319,C5V,Cherry Hills Village,US,United States
42320,5CL,Cherry Log,US,United States
42321,CPO,Cherry Point,US,United States
42322,CP4,Cherry Point,US,United States
42323,9CT,Cherry Tree,US,United States
42324,9CV,Cherry Valley,US,United States
42325,CHV,Cherry Valley,US,United States
42326,7CV,Cherry Valley,US,United States
42327,NY7,Cherry Valley,US,United States
42328,CFF,Cherryfield,US,United States
42329,RYE,Cherryvale,US,United States
42330,VHY,Cherryville,US,United States
42331,CHJ,Cherryville,US,United States
42332,YV9,Cherryville,US,United States
42333,CIJ,Chesaning,US,United States
42334,HTW,Chesapeake,US,United States
42335,UFG,Chesapeake,US,United States
42336,CC8,Chesapeake City,US,United States
42337,CHC,Cheshire,US,United States
42338,8SE,Cheshire,US,United States
42339,HKH,Cheshire,US,United States
42340,KQC,Cheshire,US,United States
42341,C29,Cheshire,US,United States
42342,CQS,Chesnee,US,United States
42343,XSE,Chester,US,United States
42344,ADJ,Chester,US,United States
42345,VKR,Chester,US,United States
42346,CSI,Chester,US,United States
42347,2CS,Chester,US,United States
42348,6CM,Chester,US,United States
42349,KXR,Chester,US,United States
42350,CYZ,Chester,US,United States
42351,CSR,Chester,US,United States
42352,SE9,Chester,US,United States
42353,CHT,Chester,US,United States
42354,CQZ,Chester,US,United States
42355,CSZ,Chester,US,United States
42356,ACL,Chester,US,United States
42357,CR5,Chester,US,United States
42358,ZER,Chester Center,US,United States
42359,TDT,Chester Depot,US,United States
42360,TEJ,Chester Heights,US,United States
42361,CPX,Chester Springs,US,United States
42362,CX9,Chesterbrook,US,United States
42363,FHC,Chesterfield,US,United States
42364,CFL,Chesterfield,US,United States
42365,CFE,Chesterfield,US,United States
42366,CFG,Chesterfield,US,United States
42367,C7F,Chesterfield,US,United States
42368,TFI,Chesterfield,US,United States
42369,XDR,Chesterfield,US,United States
42370,C2L,Chesterland,US,United States
42371,OOX,Chesterton,US,United States
42372,CWN,Chestertown,US,United States
42373,KCW,Chestertown,US,United States
42374,CUT,Chestnut,US,United States
42375,ENH,Chestnut Hill,US,United States
42376,CDG,Chestnut Ridge,US,United States
42377,CWK,Cheswick,US,United States
42378,CHW,Cheswold,US,United States
42379,XTK,Chetek,US,United States
42380,VAK,Chevak,US,United States
42381,CFY,Cheverly,US,United States
42382,QCC,Chevy Chase,US,United States
42383,3HV,Chevy Chase Heights,US,United States
42384,HW2,Chewelah,US,United States
42385,C3N,Cheyenne,US,United States
42386,CY9,Cheyenne,US,United States
42387,CYS,Cheyenne,US,United States
42388,ZYN,Cheyenne Wells,US,United States
42389,CHI,Chicago,US,United States
42390,CGH,Chicago Heights,US,United States
42391,CRG,Chicago Ridge,US,United States
42392,YCH,Chichester,US,United States
42393,CSW,Chickamauga,US,United States
42394,CGW,Chickasaw,US,United States
42395,CHK,Chickasha,US,United States
42396,CKX,Chicken,US,United States
42397,CIC,Chico,US,United States
42398,C8I,Chico,US,United States
42399,CEF,Chicopee,US,United States
42400,CCE,Chicopee,US,United States
42401,CF8,Chiefland,US,United States
42402,KCL,Chignik,US,United States
42403,ZCG,Childersburg,US,United States
42404,CDS,Childress,US,United States
42405,CDP,Childs,US,United States
42406,CWE,Chilhowie,US,United States
42407,CII,Chili,US,United States
42408,CH2,Chillicothe,US,United States
42409,UFC,Chillicothe,US,United States
42410,CIY,Chillicothe,US,United States
42411,C3L,Chillicothe,US,United States
42412,RKZ,Chilmark,US,United States
42413,CHZ,Chiloquin,US,United States
42414,CNI,Chilton,US,United States
42415,UM9,Chimacum,US,United States
42416,CI6,Chimayo,US,United States
42417,QZF,China,US,United States
42418,ZHO,China,US,United States
42419,HNO,China Grove,US,United States
42420,C3K,China Lake,US,United States
42421,C32,China Township,US,United States
42422,WAL,Chincoteague,US,United States
42423,ZB6,Chinese Camp,US,United States
42424,H5C,Chinle,US,United States
42425,CNO,Chino,US,United States
42426,CH3,Chino Hills,US,United States
42427,CIO,Chino Valley,US,United States
42428,CJC,Chinook,US,United States
42429,IPY,Chipley,US,United States
42430,CPF,Chippewa Falls,US,United States
42431,HGC,Chisago City,US,United States
42432,CZN,Chisana,US,United States
42433,QCI,Chisholm,US,United States
42434,HIB,Chisholm-Hibbing Apt,US,United States
42435,CZO,Chistochina,US,United States
42436,CXC,Chitina,US,United States
42437,CGO,Chittenango,US,United States
42438,7TT,Chittenden,US,United States
42439,CCL,Chocolate Bayou,US,United States
42440,CQW,Chocowinity,US,United States
42441,CKW,Choctaw,US,United States
42442,HW9,Choctaw,US,United States
42443,CIV,Chomley,US,United States
42444,QHP,Chopin,US,United States
42445,C8H,Choteau,US,United States
42446,UDR,Choudrant,US,United States
42447,C2H,Chouteau,US,United States
42448,CWC,Chowchilla,US,United States
42449,IEM,Chriesman,US,United States
42450,HJ9,Chrisman,US,United States
42451,IYY,Chrisney,US,United States
42452,IIZ,Christiana,US,United States
42453,CT7,Christiana,US,United States
42454,CBG,Christiansburg,US,United States
42455,C8E,Christine,US,United States
42456,3CH,Christmas,US,United States
42457,6CV,Christmas Valley,US,United States
42458,IPH,Christopher,US,United States
42459,HYM,Chrome,US,United States
42460,CL3,Chualar,US,United States
42461,CHU,Chuathbaluk,US,United States
42462,UCK,Chubbuck,US,United States
42463,CCK,Chuckatuck,US,United States
42464,ZCF,Chuckey,US,United States
42465,CHR,Chugiak,US,United States
42466,CUV,Chula Vista,US,United States
42467,CU4,Chunchula,US,United States
42468,UFB,Church Hill,US,United States
42469,CRH,Church Hill,US,United States
42470,HCP,Church Point,US,United States
42471,JJP,Churchtown,US,United States
42472,HQC,Churchville,US,United States
42473,ICJ,Churchville,US,United States
42474,CCH,Churchville,US,United States
42475,UUO,Churubusco,US,United States
42476,UUB,Churubusco,US,United States
42477,C5C,Cibecue,US,United States
42478,ZCB,Cibolo,US,United States
42479,XDN,Cicero,US,United States
42480,C9O,Cicero,US,United States
42481,CCC,Cicero,US,United States
42482,CM8,Cimarron,US,United States
42483,CI2,Cincinnati,US,United States
42484,CVG,Cincinnati,US,United States
42485,XDU,Cinnaminson,US,United States
42486,IRC,Circle,US,United States
42487,CHP,Circle Hot Springs,US,United States
42488,ZLP,Circle Pines,US,United States
42489,C7V,Circleville,US,United States
42490,CIE,Circleville,US,United States
42491,IEV,Circleville,US,United States
42492,CIS,Cisco,US,United States
42493,9CS,Cisne,US,United States
42494,8CS,Cissna Park,US,United States
42495,IRA,Citra,US,United States
42496,CIT,Citronelle,US,United States
42497,CTU,Citrus Heights,US,United States
42498,C34,Citrus Springs,US,United States
42499,IS3,City Island,US,United States
42500,CC5,City of Commerce,US,United States
42501,JID,City of Industry,US,United States
42502,CQX,Clackamas,US,United States
42503,CF2,Claflin,US,United States
42504,IBP,Claiborne,US,United States
42505,IMF,Clair Mel City,US,United States
42506,7CL,Claire City,US,United States
42507,CGN,Clairton,US,United States
42508,XMY,Clallam Bay,US,United States
42509,CF5,Clam Falls,US,United States
42510,CGU,Clam Gulch,US,United States
42511,ZCY,Clancy,US,United States
42512,QCT,Clanton,US,United States
42513,ZCC,Clara City,US,United States
42514,9CE,Clare,US,United States
42515,QAI,Clare,US,United States
42516,XRE,Clare,US,United States
42517,CMQ,Claremont,US,United States
42518,9CL,Claremont,US,United States
42519,C2M,Claremont,US,United States
42520,CEO,Claremont,US,United States
42521,CNH,Claremont,US,United States
42522,CO3,Claremont,US,United States
42523,LRE,Claremore,US,United States
42524,EJC,Clarence,US,United States
42525,AEC,Clarence,US,United States
42526,CA7,Clarence,US,United States
42527,CC9,Clarence Center,US,United States
42528,RNN,Clarendon,US,United States
42529,XCW,Clarendon,US,United States
42530,ZDC,Clarendon Heights,US,United States
42531,CH4,Clarendon Hill,US,United States
42532,VNH,Clarendon Hills,US,United States
42533,ICL,Clarinda,US,United States
42534,C7L,Clarington,US,United States
42535,LRI,Clarion,US,United States
42536,QCO,Clarion,US,United States
42537,CXE,Clarita,US,United States
42538,C24,Clark,US,United States
42539,6CK,Clark,US,United States
42540,CL4,Clark,US,United States
42541,NJC,Clark,US,United States
42542,ZCK,Clark,US,United States
42543,9CK,Clark,US,United States
42544,K8R,Clark,US,United States
42545,CAK,Clark Fork,US,United States
42546,KFQ,Clarkdale,US,United States
42547,CWW,Clarkesville,US,United States
42548,CK8,Clarklake,US,United States
42549,T5L,Clarkrange,US,United States
42550,KSQ,Clarks,US,United States
42551,CS9,Clarks Hill,US,United States
42552,CLP,Clarks Point,US,United States
42553,CKJ,Clarksboro,US,United States
42554,YKG,Clarksbourg,US,United States
42555,5CB,Clarksburg,US,United States
42556,C9L,Clarksburg,US,United States
42557,CG4,Clarksburg,US,United States
42558,CLX,Clarksburg,US,United States
42559,CKB,Clarksburg,US,United States
42560,CKM,Clarksdale,US,United States
42561,CKS,Clarkston,US,United States
42562,LRT,Clarkston,US,United States
42563,CKL,Clarkston,US,United States
42564,CLV,Clarksville,US,United States
42565,CKQ,Clarksville,US,United States
42566,KVI,Clarksville,US,United States
42567,KIV,Clarksville,US,United States
42568,UA2,Clarksville,US,United States
42569,C2K,Clarksville,US,United States
42570,CK6,Clarksville,US,United States
42571,CKV,Clarksville,US,United States
42572,XEO,Clarksville,US,United States
42573,CVY,Clarksville,US,United States
42574,CJK,Clarkton,US,United States
42575,YCK,Clatskanie,US,United States
42576,C4D,Claudville,US,United States
42577,VXJ,Claves,US,United States
42578,ZCS,Clawson,US,United States
42579,CXT,Claxton,US,United States
42580,8CY,Clay,US,United States
42581,UKY,Clay,US,United States
42582,CY6,Clay,US,United States
42583,CYK,Clay Center,US,United States
42584,ZCI,Clay Center,US,United States
42585,C9C,Clay Center,US,United States
42586,5CT,Clay City,US,United States
42587,CI8,Clay City,US,United States
42588,CC6,Claycomo,US,United States
42589,CLA,Claymont,US,United States
42590,CP2,Claypool,US,United States
42591,YPO,Claypool,US,United States
42592,QCB,Claysburg,US,United States
42593,CXQ,Clayton,US,United States
42594,CJX,Clayton,US,United States
42595,CQY,Clayton,US,United States
42596,CN3,Clayton,US,United States
42597,YTQ,Clayton,US,United States
42598,CKY,Clayton,US,United States
42599,CKZ,Clayton,US,United States
42600,YTN,Clayton,US,United States
42601,CJD,Clayton,US,United States
42602,CME,Clayton,US,United States
42603,CYN,Clayton,US,United States
42604,CAO,Clayton,US,United States
42605,CLY,Clayton,US,United States
42606,Y9V,Clayville,US,United States
42607,LEU,Cle Elum,US,United States
42608,CXI,Clear,US,United States
42609,CB2,Clear Brook,US,United States
42610,EAF,Clear Lake,US,United States
42611,CK7,Clear Lake,US,United States
42612,DS3,Clear Lake,US,United States
42613,LQA,Clear Lake,US,United States
42614,7CS,Clear Lake Shores,US,United States
42615,2CP,Clear Spring,US,United States
42616,U7Y,Clearfield,US,United States
42617,ZCL,Clearfield,US,United States
42618,CQU,Clearfield,US,United States
42619,PSB,Clearfield-Bellefonte Apt,US,United States
42620,CIZ,Clearing,US,United States
42621,EAK,Clearlake,US,United States
42622,CLC,Clearlake,US,United States
42623,RXO,Clearlake Oaks,US,United States
42624,2PA,Clearville,US,United States
42625,CLW,Clearwater,US,United States
42626,AWT,Clearwater,US,United States
42627,JWA,Clearwater,US,United States
42628,EWG,Clearwater,US,United States
42629,CWR,Clearwater,US,United States
42630,VWA,Clearwater Beach,US,United States
42631,CBN,Cleburne,US,United States
42632,C2E,Clementon,US,United States
42633,CLZ,Clements,US,United States
42634,CMO,Clemmons,US,United States
42635,5EI,Clemons,US,United States
42636,CEU,Clemson,US,United States
42637,IUH,Clendenin,US,United States
42638,XER,Cleona,US,United States
42639,CFW,Clermont,US,United States
42640,LMN,Clermont,US,United States
42641,ERN,Clermont,US,United States
42642,CM7,Clermont,US,United States
42643,CLO,Clermont,US,United States
42644,JC5,Clermont,US,United States
42645,CXN,Clermont,US,United States
42646,CE5,Cleveland,US,United States
42647,CQV,Cleveland,US,United States
42648,CL5,Cleveland,US,United States
42649,CWX,Cleveland,US,United States
42650,CVD,Cleveland,US,United States
42651,CVT,Cleveland,US,United States
42652,3CV,Cleveland,US,United States
42653,CLE,Cleveland,US,United States
42654,VND,Cleveland,US,United States
42655,UAI,Cleveland,US,United States
42656,CAV,Cleveland,US,United States
42657,VZD,Cleveland,US,United States
42658,QVD,Cleveland,US,United States
42659,CVW,Cleveland,US,United States
42660,C4V,Cleveland Heights,US,United States
42661,VCS,Cleves,US,United States
42662,XDX,Clewiston,US,United States
42663,QFF,Clifford,US,United States
42664,7LI,Clifford,US,United States
42665,2TO,Clifford Township,US,United States
42666,ACN,Cliffside,US,United States
42667,CSD,Cliffside Park,US,United States
42668,CLF,Cliffwood,US,United States
42669,CFT,Clifton,US,United States
42670,CFU,Clifton,US,United States
42671,TCF,Clifton,US,United States
42672,IFQ,Clifton,US,United States
42673,IFT,Clifton,US,United States
42674,CFX,Clifton,US,United States
42675,UCF,Clifton,US,United States
42676,CF4,Clifton,US,United States
42677,FTF,Clifton Forge,US,United States
42678,CFH,Clifton Heights,US,United States
42679,CFP,Clifton Park,US,United States
42680,CSS,Clifton Springs,US,United States
42681,CF3,"Clifton, Mesa",US,United States
42682,JMX,Climax,US,United States
42683,IMX,Climax,US,United States
42684,XRR,Climax,US,United States
42685,ZQC,Clinchfield,US,United States
42686,VCL,Clint,US,United States
42687,7CN,Clinton,US,United States
42688,QLA,Clinton,US,United States
42689,CLB,Clinton,US,United States
42690,CWI,Clinton,US,United States
42691,ICC,Clinton,US,United States
42692,CIX,Clinton,US,United States
42693,C4N,Clinton,US,United States
42694,CCN,Clinton,US,United States
42695,CNB,Clinton,US,United States
42696,QXZ,Clinton,US,United States
42697,CNC,Clinton,US,United States
42698,CT3,Clinton,US,United States
42699,CBT,Clinton,US,United States
42700,CKC,Clinton,US,United States
42701,CTZ,Clinton,US,United States
42702,CNG,Clinton,US,United States
42703,IKT,Clinton,US,United States
42704,CT9,Clinton,US,United States
42705,CSM,Clinton,US,United States
42706,CQ3,Clinton,US,United States
42707,CLN,Clinton,US,United States
42708,CQT,Clinton,US,United States
42709,JCL,Clinton,US,United States
42710,CI9,Clinton,US,United States
42711,CWZ,Clinton,US,United States
42712,CQJ,Clinton Township,US,United States
42713,LNH,"Clinton, Township of",US,United States
42714,CLI,Clintonville,US,United States
42715,IOU,Clintwood,US,United States
42716,QL2,Clio,US,United States
42717,QL3,Clio,US,United States
42718,IVB,Clive,US,United States
42719,CQM,Cloquet,US,United States
42720,CXR,Closter/New Jersey,US,United States
42721,XEP,Clover,US,United States
42722,CXV,Clover,US,United States
42723,XVR,Clover,US,United States
42724,OVX,"Clover, Halifax",US,United States
42725,CYI,Cloverdale,US,United States
42726,KVD,Cloverdale,US,United States
42727,DCD,Cloverdale,US,United States
42728,CD8,Cloverdale,US,United States
42729,CVV,Cloverdale,US,United States
42730,CVP,Cloverport,US,United States
42731,CVN,Clovis,US,United States
42732,CU2,Clute,US,United States
42733,CYW,Clyattville,US,United States
42734,5CY,Clyde,US,United States
42735,C3Y,Clyde,US,United States
42736,CYA,Clyde,US,United States
42737,CYB,Clyde,US,United States
42738,YDB,Clyde,US,United States
42739,LZA,Clyman,US,United States
42740,YME,Clymer,US,United States
42741,YYO,Clyo,US,United States
42742,COC,Coachella,US,United States
42743,QCN,Coal Center,US,United States
42744,COY,Coal City,US,United States
42745,YCO,"Coal Run, Northumberland",US,United States
42746,CQ6,Coal Township,US,United States
42747,ZCV,Coal Valley,US,United States
42748,KL8,Coaldale,US,United States
42749,ZQZ,Coalfield,US,United States
42750,CG2,Coalgate,US,United States
42751,CLG,Coalinga,US,United States
42752,5CO,Coalton,US,United States
42753,TTC,Coaltown,US,United States
42754,VTJ,Coalville,US,United States
42755,CG7,Coarsegold,US,United States
42756,CS7,Coatesville,US,United States
42757,CTH,Coatesville,US,United States
42758,VOS,Coats,US,United States
42759,C5B,Cobb,US,United States
42760,OBB,Cobb,US,United States
42761,CK2,Cobbs Creek,US,United States
42762,5CD,Cobden,US,United States
42763,S2K,Cobleskill,US,United States
42764,CUR,Coburg,US,United States
42765,QOH,Cochecton,US,United States
42766,C55,Cochise,US,United States
42767,OHN,Cochran,US,United States
42768,RAW,Cochrane,US,United States
42769,COJ,Cochranton,US,United States
42770,C9N,Cochranville,US,United States
42771,CCQ,Cockeysville,US,United States
42772,CK9,Cockrell Hill,US,United States
42773,COI,Cocoa,US,United States
42774,C2B,Cocoa Beach,US,United States
42775,6CC,Cocolalla,US,United States
42776,CCU,Coconut Creek,US,United States
42777,NVV,Coconut Grove,US,United States
42778,C2N,Coden,US,United States
42779,C6S,Codorus,US,United States
42780,ZUO,Codorus Furnance,US,United States
42781,COD,Cody,US,United States
42782,C7E,Coeburn,US,United States
42783,COE,Coeur d'Alene,US,United States
42784,OYF,Coeymans,US,United States
42785,CFA,Coffee Point,US,United States
42786,C5N,Coffeen,US,United States
42787,9FE,Coffeeville,US,United States
42788,CFV,Coffeyville,US,United States
42789,KCC,Coffman Cove,US,United States
42790,5CF,Cofield,US,United States
42791,CG8,Cogan Station,US,United States
42792,KOA,Coggon,US,United States
42793,CJ2,Cohasset,US,United States
42794,XEF,Cohasset,US,United States
42795,KKO,Cohocton,US,United States
42796,COO,Cohoes,US,United States
42797,AAG,Cohutta,US,United States
42798,COK,Cokato,US,United States
42799,YWW,Cokeville,US,United States
42800,OBR,Colbert,US,United States
42801,COL,Colbert,US,United States
42802,CBK,Colby,US,United States
42803,C8Y,Colby,US,United States
42804,CE7,Colchester,US,United States
42805,DGI,Colchester,US,United States
42806,CCV,Colchester,US,United States
42807,C9R,Colcord,US,United States
42808,CDB,Cold Bay,US,United States
42809,FCG,Cold Spring,US,United States
42810,CDM,Cold Spring,US,United States
42811,LPM,Cold Spring,US,United States
42812,HQ2,Cold Spring Harbor,US,United States
42813,CDQ,Colden,US,United States
42814,CXF,Coldfoot,US,United States
42815,8CP,Coldspring,US,United States
42816,CQ8,Coldwater,US,United States
42817,CWP,Coldwater,US,United States
42818,QIM,Coldwater,US,United States
42819,COW,Coldwater,US,United States
42820,7MI,Cole Camp,US,United States
42821,CZ9,Colebrook,US,United States
42822,CKO,Colebrook,US,United States
42823,CMA,Coleman,US,United States
42824,OLZ,Coleman,US,United States
42825,COM,Coleman,US,United States
42826,OEM,Coleman,US,United States
42827,IXC,Colerain,US,United States
42828,OLR,Coleraine,US,United States
42829,7CO,Coles,US,United States
42830,CU6,Colesburg,US,United States
42831,CE8,Coleville,US,United States
42832,OLX,Colfax,US,United States
42833,9CF,Colfax,US,United States
42834,OFX,Colfax,US,United States
42835,YCX,Colfax,US,United States
42836,8CF,Colfax,US,United States
42837,GTD,Colgate,US,United States
42838,CEQ,College,US,United States
42839,GQC,College City,US,United States
42840,QCG,College Corner,US,United States
42841,CGG,College Grove,US,United States
42842,CPG,College Park,US,United States
42843,CGS,College Park,US,United States
42844,L5P,College Place,US,United States
42845,CPN,College Point,US,United States
42846,CLL,College Station,US,United States
42847,CGD,Collegedale,US,United States
42848,L55,Collegeville,US,United States
42849,CQ4,Collegeville,US,United States
42850,LGV,Collegeville,US,United States
42851,CGV,Collegeville,US,United States
42852,CT2,Colleyville,US,United States
42853,G7C,Colliers,US,United States
42854,CJE,Collierville,US,United States
42855,CGL,Collingdale,US,United States
42856,CWD,Collingswood,US,United States
42857,XPX,Collins,US,United States
42858,CL9,Collins,US,United States
42859,CNA,Collins,US,United States
42860,OIX,Collins,US,United States
42861,OSN,Collinston,US,United States
42862,OII,Collinsville,US,United States
42863,775,Collinsville,US,United States
42864,YCL,Collinsville,US,United States
42865,HVC,Collinsville,US,United States
42866,2CV,Collinsville,US,United States
42867,OSI,Collinsville,US,United States
42868,CIW,Collinwood,US,United States
42869,CQA,Colma,US,United States
42870,CO6,Colman,US,United States
42871,COX,Colmar,US,United States
42872,CQL,Colo,US,United States
42873,QLZ,Coloma,US,United States
42874,CMK,Coloma,US,United States
42875,OL3,Colon,US,United States
42876,2CO,Colona,US,United States
42877,CZ8,Colonia,US,United States
42878,CNJ,Colonial Heights,US,United States
42879,CE2,Colonie,US,United States
42880,4CL,Colony,US,United States
42881,CGY,Colony,US,United States
42882,COR,Colora,US,United States
42883,XOY,Colorado City,US,United States
42884,CXP,Colorado City,US,United States
42885,KCR,Colorado Creek,US,United States
42886,COS,Colorado Springs,US,United States
42887,COQ,Colquitt,US,United States
42888,XEE,Colrain,US,United States
42889,CS8,Colstrip,US,United States
42890,RLR,Colt,US,United States
42891,RTO,Colton,US,United States
42892,ZXX,Colton,US,United States
42893,CTN,Colts Neck,US,United States
42894,COZ,Columbia,US,United States
42895,COA,Columbia,US,United States
42896,CX2,Columbia,US,United States
42897,CL6,Columbia,US,United States
42898,QOU,Columbia,US,United States
42899,C72,Columbia,US,United States
42900,ACW,Columbia,US,United States
42901,COU,Columbia,US,United States
42902,CFM,Columbia,US,United States
42903,CUB,Columbia,US,United States
42904,YNJ,Columbia,US,United States
42905,C73,Columbia,US,United States
42906,CKP,Columbia,US,United States
42907,CAE,Columbia,US,United States
42908,MRC,Columbia,US,United States
42909,CB5,Columbia,US,United States
42910,COV,Columbia,US,United States
42911,CAJ,Columbia City,US,United States
42912,8OL,Columbia City,US,United States
42913,ICD,Columbia Cross Roads,US,United States
42914,CF9,Columbia Falls,US,United States
42915,YCU,Columbia Falls,US,United States
42916,UBQ,Columbia Heights,US,United States
42917,CAF,Columbia Station,US,United States
42918,UMI,Columbiana,US,United States
42919,COG,Columbiana,US,United States
42920,UVM,Columbiaville,US,United States
42921,CSG,Columbus,US,United States
42922,CB9,Columbus,US,United States
42923,CLU,Columbus,US,United States
42924,UCU,Columbus,US,United States
42925,UQM,Columbus,US,United States
42926,VDA,Columbus,US,United States
42927,OB6,Columbus,US,United States
42928,OLP,Columbus,US,United States
42929,UBS,Columbus,US,United States
42930,CB8,Columbus,US,United States
42931,CZX,Columbus,US,United States
42932,OD6,Columbus,US,United States
42933,OLU,Columbus,US,United States
42934,YBC,Columbus,US,United States
42935,CUS,Columbus,US,United States
42936,CMH,Columbus,US,United States
42937,VCB,Columbus,US,United States
42938,CBW,Columbus,US,United States
42939,L9M,Columbus City,US,United States
42940,CGQ,Columbus Grove,US,United States
42941,CQB,Columbus Junction,US,United States
42942,CQC,Colusa,US,United States
42943,C3V,Colver,US,United States
42944,VE8,Colville,US,United States
42945,9CW,Colwyn,US,United States
42946,CMJ,Comanche,US,United States
42947,CMC,Comanche,US,United States
42948,OMS,Combes,US,United States
42949,XDM,Combined Locks,US,United States
42950,6CR,Comer,US,United States
42951,OMF,Comfort,US,United States
42952,CMF,Commack,US,United States
42953,ZEC,Commerce,US,United States
42954,OMR,Commerce,US,United States
42955,OMC,Commerce,US,United States
42956,CMT,Commerce City,US,United States
42957,OMM,Commerce Township,US,United States
42958,CRC,Commerce/Los Angeles,US,United States
42959,QOM,Como,US,United States
42960,CPM,Compton,US,United States
42961,KVO,Compton,US,United States
42962,CVC,Comstock,US,United States
42963,YCM,Comstock Park,US,United States
42964,CZY,Comyn,US,United States
42965,NZN,Concan,US,United States
42966,KZO,Concho,US,United States
42967,CCR,Concord,US,United States
42968,JQQ,Concord,US,United States
42969,CCF,Concord,US,United States
42970,JJD,Concord,US,United States
